datapointID,sequence
train_02417,Ω Ξ ∇ Ω Ω ∇ Ω ∂ ∫ Ω Φ ∂
train_02418,Ξ ∫ ∫ Ξ ∫ Ω ∇ ∂ ∂ ∫ Ω ∫
train_02419,Ξ Ω Ω ∇ Ω Ξ Φ ∇ Ξ
train_02420,∇ ∫ ∫ ∂ Ω ∇ Φ ∫ Ω ∇ Φ ∫ ∇ Φ
train_02421,Ξ ∇ ∇ Ξ ∂ Ω Ω ∇ Ξ ∇ Ξ Ω Φ Ω
train_02422,∫ ∇ Ξ ∫ ∫ ∂ ∫ ∫
train_02423,Ω Ξ Ξ ∂ Ω Φ Ω Φ Ω Φ
train_02424,∫ Ω Ξ ∂ Ω Ξ ∇
train_02425,Φ Ξ ∂ Φ Ξ Φ Ξ Φ Ξ ∫
train_02426,Ω Ξ Ξ ∂ Ω
train_02427,Ξ ∇ Φ ∇ Ξ Ξ
train_02428,∫ ∫ Ξ Φ ∂ ∂ ∇ ∇ ∫ Ξ
train_02429,∂ ∫ Φ ∂ Ω
train_02430,Ω ∂ ∫ ∂ Φ ∇ ∇ Ω ∇ Φ
train_02431,∫ ∫ Φ Ω ∇ Ω Ω
train_02432,∇ ∇ ∇ Ω Φ Φ Ω Ω ∫ ∫ Φ
train_02433,∂ Ω Ω Φ Φ ∫
train_02434,∂ ∂ ∇ Φ ∂ ∇ ∇ ∇ ∂
train_02435,Ω Ω ∫ Ξ Ω ∇ ∇ Ξ ∂ Φ Φ Ξ ∂ Ω
train_02436,Φ Φ ∫ ∫ ∂ Ω ∇ ∇ Ω ∂ Ω Ξ ∂
train_02437,Ξ ∂ ∫ Φ ∫ Ξ ∂ Φ Φ Ω Φ Ξ Ξ Ξ
train_02438,Φ Φ ∂ Ω ∫ ∇ Φ
train_02439,Φ Ξ Ξ Ξ ∇ ∇
train_02440,Φ ∫ Ω ∂ Ω Ω ∂ Ω
train_02441,Φ Ω ∂ ∇ Ω Ω Φ Ξ
train_02442,Ω Ξ ∂ Ξ Ω Ω
train_02443,Ξ ∫ ∂ ∇ ∫ ∂ Ω ∂ Ω
train_02444,Ξ Φ ∇ Ξ ∇ ∂ ∂ Ξ ∂ Ω ∇
train_02445,∇ Ω Ω ∂ Φ ∂ Ω ∇ ∇ ∫ ∂ Φ Φ Ξ
train_02446,∫ ∂ Φ Φ Ξ ∇ ∫ Ω
train_02447,∇ Ξ ∇ ∇ ∂ ∫ Φ Ξ
train_02448,Ξ Ω Φ Ξ ∫ ∫ Ξ Ξ Ξ Ξ ∫ Ω Ω ∫
train_02449,Ω Ξ Ω Ξ ∫ ∇
train_02450,Ξ Ξ ∇ Ω ∫ ∫ Φ ∇ Φ ∂
train_02451,Φ Ξ Ξ Φ Ξ ∫ Ξ ∫ Φ
train_02452,Φ ∫ Ξ Ξ Ω ∇ ∫
train_02453,∂ Ξ Φ Φ Ω Φ Ξ ∫ Ξ
train_02454,Φ ∂ ∇ ∫ Φ Ω
train_02455,∫ Ξ ∇ ∂ ∫ ∂ ∂ ∫
train_02456,Φ Ω ∇ Φ ∂ Φ ∇ ∂ Ξ Ξ
train_02457,Ω ∇ Ω Ξ ∫ ∂ Ω Ξ ∇ Ξ
train_02458,Ω ∫ ∫ ∂ Ω Ω Ξ
train_02459,Ξ Φ ∇ ∇ ∫ Ξ Ξ Ξ Ω Φ ∇ ∂ ∫
train_02460,Ξ Φ ∇ ∫ ∫ ∫ ∇
train_02461,∫ ∇ ∂ ∇ ∫ Φ ∫ ∇ ∫ Ξ
train_02462,Ξ Ξ Φ ∇ ∂ Ξ Ξ Ξ
train_02463,Ξ Ξ ∫ Ξ ∇ ∇ Ξ Ξ Ξ Ξ
train_02464,∂ Ω ∫ ∫ ∂ ∫ ∂
train_02465,∫ ∇ Ω Φ ∂ Φ ∇ Ξ Ω ∫ ∇ ∫ Ξ Ξ
train_02466,Ω ∇ Φ Ξ ∂ Ξ ∫ ∇ Φ ∫
train_02467,Ω Ξ Ξ ∫ Ξ Ξ ∇ ∇ Φ ∂ ∫ ∫
train_02468,∇ Ξ Ω Ω Ω Φ ∫ Ω Ω ∫ ∂ Φ Ξ Ω
train_02469,Φ ∫ Φ ∇ ∇ Ξ Ξ ∫ Ξ Φ Φ Ξ Φ
train_02470,Φ ∇ ∂ ∇ ∫ Φ
train_02471,Φ Φ Φ Ξ ∇ ∫ ∇ ∂ Φ ∇ ∇
train_02472,∂ ∇ Ω ∂ ∫ ∇ ∂ Ξ Ω ∇ Ξ
train_02473,∫ Φ Ξ ∂ Ξ Ω
train_02474,∫ ∂ Φ ∂ Ω
train_02475,∇ Ω ∂ Ω ∫ ∇ Ω
train_02476,Φ Ξ Ω ∫ Ξ Ω Φ ∇
train_02477,∇ ∇ Φ ∂ Ω ∇ ∫ Ξ Ξ ∫ Ξ ∇ ∂
train_02478,∂ Ξ Ω ∇ ∫ Ξ
train_02479,∂ ∇ Φ ∇ ∂ ∫ Ξ ∫
train_02480,∫ Ξ ∫ ∫ Ξ Φ ∫
train_02481,Φ Ω ∇ ∫ Φ ∇ Ω
train_02482,Ω Ξ Ξ ∂ Ξ
train_02483,Ξ ∇ ∇ Φ ∫ ∇ Ω Ξ ∫ Ξ ∇ Ω Ξ
train_02484,∇ ∂ Ξ Ω Ξ Φ ∂ ∇ Ω
train_02485,Φ ∂ Ω Ω ∇
train_02486,Ξ Ξ ∫ Ξ Ω
train_02487,Ξ Ξ ∫ Ξ Ξ ∫ Φ Ξ ∇ ∂ Φ Ξ ∇ Ξ
train_02488,Φ Ξ Φ ∂ ∫
train_02489,∂ Φ ∫ ∫ ∫
train_02490,∫ ∫ Φ ∇ Ω ∇ Ω ∫ ∫ Ξ Ξ Ω Ω
train_02491,∇ ∇ ∇ ∫ Φ Ω Ξ ∇ Ω
train_02492,Ω ∫ ∫ Φ ∫ ∫ ∂ Φ Ξ Ω Ξ Ξ
train_02493,Ξ ∫ Φ ∫ Ξ Ω ∫
train_02494,∫ ∇ Φ Φ ∂ ∂ Φ Ξ ∫ Ξ ∂ ∫
train_02495,Ξ Φ ∂ Φ Φ Φ Ξ Φ ∇ ∂
train_02496,Ω ∇ Ω ∂ ∫ Φ ∫ ∇ ∂ ∂ Φ ∂ Ω
train_02497,Ξ ∫ ∂ ∫ ∇ Ξ
train_02498,∫ Φ Ξ ∫ ∫ ∂ Ω Φ Ξ Φ Ω Ω ∂
train_02499,Φ Φ Φ ∇ Ω
train_02500,Ω ∫ Ω ∂ ∂ Ξ Φ Ω ∂ Ξ Φ
train_02501,∂ Ω ∂ ∂ Φ
train_02502,∂ ∇ Ξ Φ Ω ∇ Ξ
train_02503,∂ Φ Ω Ω ∇ Ξ Φ Ω Ξ ∫ Ξ ∂ Ξ
train_02504,Ξ ∂ Φ ∫ Φ Ω ∇ Ξ Ω ∇ Ω Ω
train_02505,∂ ∫ Ω Ξ Ξ Ξ ∂ ∂ ∇ Φ ∇ Ω
train_02506,Ξ ∫ Ω ∇ Φ Ξ ∂ Ξ
train_02507,Ω Ω Ξ ∇ ∇ ∂ ∇ Φ ∂ Ξ Φ ∂
train_02508,∂ ∇ Φ ∂ ∂ ∫ ∇ Φ Ξ
train_02509,Φ Φ ∫ ∇ ∂ ∫ Φ
train_02510,∇ ∇ ∇ ∂ Φ Ξ ∇ ∇ Φ Ω ∂ Φ ∇ ∇
train_02511,Ξ ∫ Ω ∫ ∂
train_02512,Ξ Φ ∫ ∂ ∫ ∇ Ξ Φ ∇ ∫ Ω Ξ ∫
train_02513,∇ Φ Ξ Ξ Ω Φ Ξ Ω Φ ∫
train_02514,Ξ Φ Ξ ∫ ∂ ∂ ∂ Φ Ω ∫ Φ
train_02515,∫ ∫ ∫ ∂ ∂ ∂ ∂ ∂ ∂ ∂ ∇ Φ Ξ
train_02516,∫ ∂ Ω Ω Ξ ∂ ∫ Ω Ξ Ω ∫ ∂
train_02517,Ω ∂ ∫ Ξ Φ ∇ Ω ∂ Ω ∂ Ω Ω
train_02518,∂ ∫ Ω Φ Ξ ∂ ∫ ∇ ∫ ∫ Ξ
train_02519,Ξ Ξ ∂ Ξ ∂ ∇ ∫ Ω Ξ Ξ ∫
train_02520,Ξ Ξ ∇ ∇ Ξ
train_02521,Ξ ∫ ∫ Φ Ξ ∫ ∇ ∂
train_02522,∫ Φ ∫ Ξ Ω ∂ ∂ ∂ ∂ Φ ∂ ∂ Ξ Φ
train_02523,Ξ ∇ Ξ ∂ Φ Ξ ∫ ∫ Φ Ξ
train_02524,∂ Ξ ∇ Ω ∂ ∇ Ξ Φ Ω Φ ∂ ∫
train_02525,Ξ ∂ Ξ Ω Φ ∂ ∇ ∂ Ξ Φ Φ Ω
train_02526,∂ ∂ ∇ Ω Ω ∂ ∇ ∂
train_02527,∫ ∇ Ω Ω ∇ Φ Ξ Ω Ω ∇
train_02528,Ξ ∫ ∫ ∂ ∇ Ξ ∂ Φ ∫ Ω Φ Ξ ∫ Φ
train_02529,Ω Φ ∂ Ξ Φ ∂ Ω Φ ∫ Ξ Ω Ξ
train_02530,∂ Ξ Ξ ∇ ∇ Ξ Φ ∫ Ω Ω Φ ∂ ∫ Ω
train_02531,∫ ∇ Ω ∫ ∫ Ω ∇ ∫
train_02532,Φ ∫ Ω ∫ ∫
train_02533,Φ Ω ∇ Ξ ∂
train_02534,Ω ∂ Φ Ω ∂ Ξ ∂ Φ Φ ∇ Ξ Φ ∇
train_02535,∂ ∫ Ξ ∂ Ω
train_02536,∇ ∇ ∫ ∫ Φ Ξ ∇ Ξ ∫ ∂ ∂ Φ ∫
train_02537,∇ ∫ Ξ Φ ∂ Ξ ∂ ∇
train_02538,Φ Ξ ∂ ∇ Ω ∂ ∇ Φ Φ ∂ Φ
train_02539,Ξ ∇ Ω ∇ Φ Φ ∇
train_02540,Ξ ∇ ∂ ∫ Φ ∫ ∂ Ξ Φ Ξ Ξ ∫
train_02541,Φ ∂ Ω Φ ∂ Ξ Ξ Ω
train_02542,Ω ∫ ∇ ∇ Ω Φ ∂
train_02543,Φ Φ Ω Ξ Ω Φ Ξ Ξ ∂
train_02544,∂ Ξ ∂ ∇ Ω Ξ Φ Φ Ξ ∇ Ξ ∫
train_02545,Ω ∂ ∂ ∇ ∫ ∇ Ω Ω ∇ Φ ∇ ∂
train_02546,Ω ∇ Φ Ξ ∂
train_02547,∇ ∇ ∇ ∂ ∂ Ω ∂ ∫ Ξ ∇ ∂
train_02548,Ω ∫ ∇ Ξ ∫ Ω Ω Ξ Φ ∇ Ω ∂ Ξ
train_02549,Φ ∫ ∫ Ω ∇ ∂ Ω ∇ Φ ∂
train_02550,∂ Ω Φ ∇ Ω Φ ∇ ∂ ∇ ∇ Ω ∂ ∫
train_02551,∂ ∫ ∂ Ξ Ω ∂ ∫ Ξ ∂ ∂ Ω
train_02552,∂ ∫ Ξ ∫ ∂ ∇ Φ Ω Ω Φ Ω Ξ ∂ ∇
train_02553,∫ ∫ Ξ Ξ ∇ Ξ Φ ∇ ∂ ∂ Φ ∇
train_02554,∫ Ξ Φ Ξ Ξ Φ ∂
train_02555,Φ Ω Ξ ∫ ∇ ∇ Ω Φ ∫ Φ ∂
train_02556,∇ ∫ ∂ Φ Φ Ω Φ ∂ ∫ Ξ ∂ ∫ Φ ∫
train_02557,∫ Φ ∫ Ω ∂ Ω Ω Ω Φ ∫ Ω Ξ ∂ ∇
train_02558,Φ Ω Ω Φ Φ
train_02559,Ξ ∂ ∂ ∂ ∫ ∫ ∫ ∇
train_02560,∇ Ξ ∇ Φ ∫ ∂ Ξ Φ ∂ Ω
train_02561,Φ ∂ Φ ∂ ∫ Φ ∫ Ω Ξ ∂ ∇
train_02562,Ω ∂ Ω Ξ Φ Ξ Ξ Ω Φ
train_02563,Ω Ξ ∇ Φ ∂ Φ Φ ∂ ∂ ∇ ∂ ∇ ∂
train_02564,∫ ∫ Ξ Ω ∂ ∂ Ω Φ ∇ ∫ Φ Ξ Φ
train_02565,Ω Φ Ω ∇ ∫ Φ ∂ Φ ∂ ∂ ∫ Φ Ω Ω
train_02566,∫ Φ ∇ Φ Ω Ξ
train_02567,∇ ∂ Ω Ξ Φ Φ ∫ Ω ∇ Φ
train_02568,Φ ∂ Ξ ∂ ∇ Φ Ξ ∫ Φ
train_02569,Φ Ξ ∇ Ξ Ξ ∇
train_02570,Ξ Ξ Ξ ∫ ∫ Φ ∫
train_02571,∂ ∇ ∫ ∇ Ξ Ω
train_02572,Ω ∂ Φ ∂ ∫ Ω Ξ ∇ Ξ Φ ∂ ∫ Ξ ∂
train_02573,∇ Ξ ∂ ∫ Φ Φ Ξ Φ Φ Ξ Ξ
train_02574,∫ Ξ Φ Ω Ω ∇ ∫ ∇ ∂ ∂ Ξ ∂ ∂ ∂
train_02575,∂ Ξ ∂ ∇ ∂
train_02576,Ω Ξ ∂ Φ Ξ ∇ Ξ ∂ ∫
train_02577,∇ ∂ ∂ ∇ ∇ Ω Ξ ∫ Ω
train_02578,Φ ∇ Ω ∇ ∇ Ω ∇ Ω ∫ Ω Ξ Φ Ω
train_02579,∇ ∂ ∫ Ω Φ ∇ ∂ ∂ ∇ Ξ Ω
train_02580,Φ Ξ Ω ∂ ∫ ∫ Ω
train_02581,Ξ ∂ ∫ Ω Ξ Ξ ∫ Φ Ξ Φ ∇ ∫
train_02582,∇ Φ Ω Ξ ∫ ∇ ∫ ∂
train_02583,Φ ∂ ∂ ∂ ∇ ∇ Ξ Ξ Ξ ∂ Φ ∫
train_02584,Ω Φ Φ Ω Φ ∇ ∫ Ω Ξ ∂ Ξ ∂
train_02585,∇ Φ ∫ Φ ∂ ∇ ∂ ∫ Φ ∂
train_02586,Ξ Ξ Ξ ∂ Ω ∫ ∫ ∫ Ξ Ω Ξ Ω ∫ ∫
train_02587,∫ ∇ Ξ Φ ∂
train_02588,∂ ∇ Ω Φ ∇
train_02589,∇ Ξ ∂ Ξ ∂
train_02590,∇ Φ ∇ Ω ∇
train_02591,∂ Ω Φ Φ ∫ ∫ Ξ Ξ ∇ ∇ ∂
train_02592,∫ ∫ Ω Φ ∂ Ω Φ Ω Ω ∂ Ξ ∫ ∫
train_02593,∫ ∫ ∫ ∇ ∫ Φ ∂ ∫ ∫ ∇ ∂
train_02594,∂ ∇ Φ Ω Ξ Ω ∫
train_02595,Φ Ξ Ω ∂ Ω
train_02596,∇ ∫ Ξ Φ Φ Φ Ξ
train_02597,Ω ∫ Ω ∇ Φ ∂ Φ
train_02598,Ω Ω Ξ ∂ ∫ Φ Φ ∂ Φ Φ Ξ Ω Ω Ξ
train_02599,∂ Φ Φ Ξ ∂ Ω Φ ∫
train_02600,∂ Φ ∫ ∂ Ξ ∂ Ξ Ω Ξ Ω
train_02601,∫ Ξ Ξ ∫ Ξ Φ Φ ∫ Φ
train_02602,Ξ Ξ Ω ∂ ∇ Ω Ω Ω ∂ ∂ ∫ Φ
train_02603,Φ ∂ ∂ ∇ ∫ ∂ Φ ∂ ∫ Φ ∫ Φ ∫ Ω
train_02604,∫ Ξ Φ ∂ Φ Ξ ∇ Φ
train_02605,Φ Φ Ω Φ Φ ∂ Ξ ∇
train_02606,Φ ∫ Ω Φ Φ Ω ∫ ∂ ∇ Ξ Ξ Ξ
train_02607,Φ ∫ Φ Φ ∫ Φ Ω Ξ Ξ Ω ∂ ∂ ∇ ∫
train_02608,Φ ∂ ∇ Ξ ∇ Φ
train_02609,∂ ∂ ∇ Φ Ω Ξ Ω
train_02610,Ξ Ξ ∇ ∫ ∂ Ω ∫ ∫ ∫ ∂
train_02611,Ξ ∇ ∇ ∂ Ω ∇ ∂ Φ ∫ Φ Φ Ξ ∂ Ξ
train_02612,∂ ∫ Φ Ξ ∂ Ω Ω ∇
train_02613,∇ Ξ Ω Φ Φ Φ ∫ Ω Ξ Ξ Ξ Ω
train_02614,Ω Ξ Ξ Ω ∫ Ξ
train_02615,∫ Φ ∂ Φ Ω Ξ Φ Φ ∇ ∂ Ω Φ ∫ Φ
train_02616,Ξ Ω ∂ Φ Ω Ξ Φ ∫ Φ Φ
train_02617,∇ ∇ Ω Ω Φ ∫
train_02618,Φ Ω ∇ Φ Φ ∫ Ξ Ξ Ω ∂ Ω Ω Ξ Ω
train_02619,∇ Ξ ∫ ∂ ∂ Ω Φ ∫ Φ Ξ Φ Ω Ξ
train_02620,Ω Ξ Ξ ∇ Ξ Ξ ∂ Ξ Φ ∇ Ω ∂
train_02621,∫ ∇ ∇ Ω ∂ ∇ Φ
train_02622,∂ Ξ Ξ Φ Ω Ξ ∇ ∫ Ω Φ Ξ Φ
train_02623,Ξ ∇ ∂ ∇ ∇ ∫ Ω Ω ∫
train_02624,Ω Ξ ∂ Ξ ∂ Ξ Ω ∇ Ω Ξ
train_02625,Ω Φ Φ Φ ∫ ∫
train_02626,∫ Ξ ∇ Ξ ∂ Ξ Ξ Φ Ω ∇
train_02627,Φ Ξ ∂ Φ Φ Ξ Ξ ∂ ∇ ∫ Ξ
train_02628,∫ Ω ∫ Ω Φ ∇ ∂ Φ ∇ Φ ∇ Ξ ∇
train_02629,∫ ∂ Φ Ω ∫ Φ Φ ∂ Ξ ∇ ∇ Ξ Φ ∂
train_02630,∇ Ξ ∇ ∫ Φ ∂ ∇ Ω ∇ Φ ∇
train_02631,∫ ∫ Ω ∫ ∂ Ω Ξ Φ
train_02632,Ξ ∂ ∇ ∂ Ξ ∇ Φ ∇ ∇ Φ
train_02633,Ξ ∂ ∫ Ω Ω ∫ ∂ Ω ∇ Φ
train_02634,∫ ∂ Φ ∫ ∫ Ξ ∇ ∂ Ξ ∂ ∫ ∫ Ω
train_02635,Ω Φ Ω ∇ Φ ∇ Ξ Ω Φ Φ ∂ Ξ
train_02636,Φ ∫ Φ ∂ ∫ Ω ∫ ∇ Φ ∇ ∇ Φ ∫
train_02637,Ω ∇ Ω ∫ ∫ ∇
train_02638,∂ ∂ Ω ∂ Φ ∂ ∂ ∇ Φ
train_02639,∫ ∫ Ω Ξ ∇ Ω Ω Φ ∫ Ξ Ξ Φ Φ
train_02640,∇ Ω Ω Ω Ω Φ ∫ Ξ
train_02641,∫ Ξ ∫ Ξ ∂ Ξ
train_02642,∂ Φ Ω ∂ Φ Ξ ∫ Ω Φ Ω ∇ ∫ Φ Ω
train_02643,Ξ ∇ Φ ∂ ∂
train_02644,∇ ∇ Φ Φ Ξ ∫ ∫ Φ Ξ Ξ
train_02645,∇ Ξ Φ Φ ∫
train_02646,Ω ∫ Ω Ξ ∇ Ξ Ω Ξ ∫ Φ
train_02647,∇ ∇ ∇ Φ ∫ Ξ ∇ ∂ Φ Ξ Ξ ∫ ∂ ∫
train_02648,Ω ∫ ∂ Φ ∇ ∇ ∂ ∂ ∫ ∂ ∂ Φ
train_02649,Ξ Φ Φ ∂ Ω ∇ Φ Φ ∇ Ω
train_02650,∂ Φ ∇ ∇ Ξ Ω ∫ ∇ ∫ ∇ ∂ ∇
train_02651,Φ Ω ∇ Ξ Ω Φ Ξ Ω Φ Φ
train_02652,Ω ∇ ∂ Ξ ∇ ∂ ∂ ∇ ∇ ∂ Ξ
train_02653,Ω Ω ∫ Φ Φ Ξ Ω Φ ∇ ∂
train_02654,Ξ ∫ ∂ Φ ∇ ∇ ∇
train_02655,∂ ∇ ∫ Ξ Φ Φ ∫
train_02656,∂ Φ Ξ ∂ ∂
train_02657,Ω Φ Ξ ∫ ∫
train_02658,∫ Ξ Φ Ω Ξ Ξ Ξ Φ Ξ ∇ ∂ ∇ Ξ ∫
train_02659,Φ ∫ ∇ Ξ Φ Ω Φ ∇ ∂
train_02660,∫ ∇ ∂ Ξ Ω ∫ ∇ ∫
train_02661,∫ ∂ ∂ ∫ Ξ ∂ Ξ Φ Ω ∫
train_02662,∇ ∇ ∂ ∂ Ξ Φ Φ ∫ ∫ Ω Φ Ω Ξ Ξ
train_02663,Ξ Φ ∇ Φ ∫ ∂ ∫ ∫ Φ Φ Φ Ξ Ω Ξ
train_02664,Ξ Ξ ∇ ∇ Ω Φ Φ Ξ Ξ
train_02665,∂ ∂ Ξ ∫ Ω Ω Ω ∂ Φ Ξ
train_02666,∫ ∇ Ω ∇ ∂ Φ ∂ ∂ ∂ Ξ Ξ
train_02667,Ω ∫ ∇ ∫ ∫ ∂ Ξ ∇ ∂
train_02668,∂ ∫ ∫ Ω Ξ Φ Φ Φ Ω ∂ Ω ∫ ∂
train_02669,∫ Φ ∫ ∇ Ξ ∫
train_02670,Ω ∂ ∇ ∂ ∇ Ξ ∇ ∇ Ξ ∇ Ω
train_02671,∂ Ξ Φ Ξ ∂ Ω Φ Φ ∫ Ξ ∇ ∫
train_02672,Φ Ω ∂ Φ ∂ Ω ∇ ∂ ∫ Ω ∫
train_02673,Φ ∫ ∇ Ξ Ξ Ξ ∂ Φ Ξ Ω ∇ Ω
train_02674,Ω ∇ ∫ ∇ Ω Φ Ξ Ξ ∇ Ξ ∫
train_02675,∂ ∂ Ω ∇ Ξ Ξ ∫ ∂
train_02676,∇ Ω Φ ∂ ∫ Ω Φ ∫ ∇ Φ Ξ ∇ ∇
train_02677,∫ ∂ ∫ Φ Ξ Ξ ∫ Φ Ξ Φ ∇ ∇ Ω Ξ
train_02678,Φ ∫ ∫ Ξ Φ ∂ Φ ∂ ∇ Ξ ∂
train_02679,∫ Ω ∫ ∂ Ω Ξ ∫ ∂ Ω Ξ ∫
train_02680,∂ Φ ∫ ∂ Φ ∂ ∂ Φ Ξ Ω
train_02681,Ω Ξ ∫ ∇ Φ Ω Φ ∂ Ξ
train_02682,∂ Ω ∂ ∂ Ω Φ Ω ∫ ∇ Φ
train_02683,∇ ∂ ∂ Ξ Ξ ∇ Ω ∇ ∫ ∂ Ω ∂ Ξ
train_02684,∫ ∇ Ξ ∇ ∫ ∫ Ξ ∂ Ξ
train_02685,Ω Φ ∇ Ω ∫ Ξ ∇ ∫ Ξ
train_02686,Ξ Φ ∇ ∂ Φ Φ ∫
train_02687,Ξ ∫ ∂ Ω ∂ ∫ Φ ∫ Φ Ω
train_02688,Ω ∇ ∇ Φ Φ Ξ ∇ ∫ Φ ∫ Ω ∂ ∂ Ω
train_02689,Ω Ξ ∇ Ξ Ξ Φ Φ Φ Φ ∫ ∇ ∫ ∫
train_02690,∫ ∂ Ξ ∫ ∇ ∫ ∇ Ω ∂
train_02691,∫ ∫ ∫ ∂ Ω ∫ Ξ ∫ ∂ Ω ∫
train_02692,∫ Ω ∫ Φ ∇
train_02693,∇ Ξ Φ ∂ Ω ∫ ∫ ∫ ∇ ∫ ∂ ∫ ∂ Ω
train_02694,∇ Φ ∇ Ξ Ξ
train_02695,Φ ∫ ∂ Ω Φ ∇ ∫ Ω ∫ ∇ ∇ Ξ Ω Φ
train_02696,Ξ ∂ ∂ ∂ Φ ∫ ∂ Φ
train_02697,∫ ∇ Φ Φ Φ Ξ
train_02698,Ξ ∫ ∂ Ξ ∫ ∂ ∇ ∂ Ω ∫ ∫ ∫ ∇ ∂
train_02699,Ξ ∂ Ω ∂ Ξ ∂ ∂ Ω Φ Ω ∂ Φ
train_02700,∂ Ω Ω ∫ ∫ ∫ Φ Ξ ∇ ∫ ∂
train_02701,∂ ∫ ∇ ∫ Ξ ∂ ∂ ∫ ∫ ∫ ∇ ∫ Φ
train_02702,Φ ∂ Ξ Ω ∫
train_02703,Ξ ∂ ∇ ∇ ∫ ∫ Ω ∇ Ω
train_02704,∇ ∫ Φ Ξ Ω ∫ Ω ∇ Φ ∂ ∂
train_02705,∇ Φ ∫ Φ Ξ Ω Ξ
train_02706,Φ Ξ Ξ Ω Φ Ξ ∂ Ω ∇
train_02707,∫ Ξ ∫ Ω Ξ Φ Ξ Ω Ξ ∇
train_02708,Ξ ∂ Φ Φ ∫ Φ Ω Ξ ∇ ∫ ∂
train_02709,∂ Φ ∇ Ξ Ω Ω Ξ ∂ Φ ∫ ∫ ∂
train_02710,∫ ∫ Ξ Ω Ξ ∫ Ω ∇
train_02711,∇ ∂ ∂ Ξ ∇ ∇ Ξ Ω ∇ Ξ ∫ Ξ
train_02712,Φ ∇ ∇ Ω ∂ ∫ Φ Φ
train_02713,Φ Ω ∂ Ξ Ξ ∂
train_02714,∂ Ξ ∇ Ω Ξ ∂ ∂ Φ
train_02715,Ω ∇ ∇ ∇ ∂ Ω
train_02716,∇ Φ ∇ Ω Ω Ξ ∫ ∇ ∫ Ω
train_02717,∂ Φ Ω Ω Ξ
train_02718,∂ ∂ ∇ Ξ ∫ Ω ∇ ∇ ∇
train_02719,∂ ∂ Φ Ω ∇ ∫ ∂ ∫ Ξ Φ ∫ Ω ∫
train_02720,Ω Ω ∇ Ξ ∫ ∫ Φ
train_02721,∫ Φ Ω ∂ ∇ ∂ Ξ ∫ ∫ Ω ∂
train_02722,∫ ∂ Ξ Ξ ∇
train_02723,Φ Φ ∂ ∫ Ξ ∇ ∇ Ω Φ
train_02724,Ω Φ ∫ ∂ ∫ Φ Ξ Ξ ∫ Ω ∇
train_02725,Φ ∫ ∫ Ξ ∫ Ω ∫ Ω Ξ ∇ ∂ ∂
train_02726,∫ Ξ Ω Ξ ∂ Ξ
train_02727,∂ Φ Φ Ξ ∇ ∇ ∫
train_02728,Φ Ξ Φ ∇ ∇
train_02729,∂ ∂ ∂ ∂ Ω Ξ ∂ ∇
train_02730,Ξ ∇ Ξ Ω ∇ ∫ Ω Ω ∫ ∇ Φ
train_02731,Φ Ξ ∇ ∂ ∇ ∂ Ξ ∂ Ξ Ξ ∂ ∇ ∫
train_02732,∂ ∇ Ξ Φ Ξ ∇ ∫ Ξ
train_02733,Ξ ∂ Ω ∇ ∂ ∇ ∂ Φ ∫ ∫ ∂
train_02734,Φ Ξ Ω Ξ Ω Ξ ∫
train_02735,Φ Ξ Ξ ∫ ∇ Φ ∫
train_02736,Ξ ∂ Ξ Φ ∂ Φ ∇ ∂
train_02737,Ω Ξ Φ ∇ Φ Φ Ω ∫
train_02738,Φ Φ ∇ Ξ ∫ Φ Ξ Φ Φ Ω ∇
train_02739,∫ Ξ ∂ ∇ Ξ ∫
train_02740,∇ Ξ Ω ∂ Φ ∂ Ξ Ξ Ξ ∂ ∇
train_02741,∂ ∫ Φ ∂ Ξ ∂ Ω Ω Ω Φ ∂
train_02742,Φ Ξ Ω Ξ ∂ ∫ Ξ ∂
train_02743,Ω ∇ ∇ Ω ∇ Ξ ∇ Ω Φ Φ
train_02744,∇ Φ Ξ Ω ∂
train_02745,Ω ∇ Ω ∇ Ω ∇ ∫ ∫
train_02746,Φ ∫ ∇ Ω ∂ Φ ∂
train_02747,∂ Φ ∫ Φ ∇ ∂ ∇ Φ Ξ ∇ Ξ Ξ
train_02748,∫ ∫ ∫ ∫ ∫ Ξ Ω ∫
train_02749,∂ Φ Ξ Ω ∇
train_02750,Φ Ξ ∫ ∫ Ξ ∇ ∇ ∇ ∫ ∇ ∫ ∫ ∇ Φ
train_02751,∫ ∫ Ω ∫ ∇ ∇
train_02752,∫ ∇ ∂ ∂ ∂ Ω Ξ Ξ Φ
train_02753,Ω Φ Ξ ∂ Ω Ξ Ω Ξ Ω ∂ Ω ∇ Ξ Ξ
train_02754,Ξ Ω Φ Φ ∂ ∂ Ω Ξ ∫ Φ
train_02755,∫ ∫ Ξ ∫ Ω ∂
train_02756,Ω ∫ Ω ∂ Φ ∫ Ω ∇
train_02757,Ξ ∇ ∇ Φ ∫ Ω Φ ∂ ∇ ∂ Φ ∂ ∫ Ω
train_02758,Ω ∫ ∇ Φ Ω
train_02759,∇ ∇ ∂ Ξ ∫ Ω Ω ∫ Ξ ∂ ∫ Ξ ∂ Ξ
train_02760,Ξ Φ Ξ Φ Ξ Φ Ω Φ Φ ∫ Ξ Φ ∂ ∇
train_02761,Ω Ω Φ Ξ Ξ ∂ ∫ ∂ Φ ∂ Φ Ω
